idRestaurant,inspectionDate,violationCode,violationDescription,criticalFlag,score,grade,idInspection
50001616,2015-08-18,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,0,,919efb2d-d262-4743-988f-7f8f477f89c5
41263773,2013-09-17,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,24,,c671ecfd-e464-4bab-9280-f93c60a20a69
41450589,2015-09-17,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,50,,082d9d3f-51c2-445c-b774-9132c8e86ec6
50017262,2015-05-28,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,77,,f4f12a5b-e20e-4cf3-9faf-6414e1cf30f8
41707407,2015-12-23,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,0,,dc62da00-1a93-4b9a-acfe-2b55986c74a1
41684505,2016-04-14,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,13,A,63b9c8ef-dbb7-4e6f-9f10-653505871753
41648141,2014-08-06,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,16,,c7f63d32-2d78-4e3d-8cfd-481f4f54a11e
50011799,2014-09-22,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,33,,0b396a13-3a70-4433-a944-1fdda68fc5f5
41028460,2014-11-12,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,29,,27d7baa8-e52a-4c07-8550-c4f21abe3422
50003786,2015-02-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,14,,690eb113-86c0-4241-9708-7d51b80b70a5
41519383,2015-02-13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,B,89436d7a-22ce-4592-8ca4-7bd86691b265
41640400,2013-06-18,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,37,,c4afc9d2-e7ed-4813-9fa3-6fbfdfdc5cc8
50010598,2016-06-29,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,19accf64-0d39-4d5e-8efb-23652d3b6119
40511292,2016-02-10,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12,A,ae6dc464-8cd9-4491-857b-8d04c50234fb
41361217,2015-06-19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,bb26c905-4561-454b-9482-b1490dd3ebd7
50016289,2014-12-31,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,22,B,19aa74c5-8f66-4237-928a-a3ba6bd33070
41266955,2016-06-10,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,B,e5cdb421-c859-41db-8be7-e43673b80de5
41512057,2013-10-16,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Ã‚Âº F to 70Ã‚Âº F or less within 2 hours, and from 70Ã‚Âº F to 41Ã‚Âº F or less within 4 additional hours.",Critical,24,B,51cdddca-917c-45ad-abd4-172d371ca40b
50035277,2015-04-22,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,11,A,e545a51a-2f8f-4c09-b748-156d82d9f2a3
41596557,2013-02-13,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,30,,cdc42c52-2909-427c-bd90-47347c14661a
41087943,2014-07-31,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,58699199-0968-4d15-b7bf-a4aefe1b8ab1
41030982,2013-09-03,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,37,,95593491-a1ff-42d7-b5c9-1c8717f0b9bf
41479962,2014-01-02,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,22,B,05081f4f-70d9-412d-8b01-db2fcb9d1b83
41418537,2014-04-10,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,8,A,1b9852b3-f947-4a74-aa6b-a88930cef4e8
50019200,2015-03-31,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A,140f77cb-de64-4eea-9dea-45cb8982a964
50008017,2014-09-08,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,8,A,e3fd10a2-7b13-4619-8367-15c981055180
41238165,2016-06-29,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,9,A,565a6692-fdb0-4a8f-b2ee-0229de7b2906
41546717,2015-09-16,10J,''Wash hands' sign not posted at hand wash facility.,Not Critical,11,A,c74a38e4-95a1-4663-9cab-1a18df208098
50000053,2014-07-11,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Ã‚Âº F to 70Ã‚Âº F or less within 2 hours, and from 70Ã‚Âº F to 41Ã‚Âº F or less within 4 additional hours.",Critical,40,C,93769ccb-a17d-4e7a-a88a-40e68622f1b8
41337645,2015-04-02,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,c781b1f9-d273-4367-a583-ae209957135a
41652559,2014-01-14,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,27,B,0b66b3f4-59e9-429a-b968-fd10be02d171
41657014,2013-09-11,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,26,B,6ad6910a-32a3-474c-8a3d-1612ba048cf8
40721121,2013-11-18,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,23,,18d10deb-0480-4a8a-93c7-372106b40aa1
50006543,2016-01-27,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,12,A,f4669ef2-a478-48f1-8d0f-45032a19ca3c
41717023,2014-11-24,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,42,,8c14bbaa-d852-4d2f-bc9b-73751074ac11
41026458,2015-10-06,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22,,9048a198-603e-4937-9ffe-a449169f622f
41619957,2016-03-05,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,118d16b6-2235-4798-bb55-d0699748c7ec
50001557,2014-11-06,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,f6777df0-c40b-4fd4-84ee-f7624aa47725
41700186,2014-02-05,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,0,,7109eb9f-6bd5-404b-a1f1-2287efee2b7f
50005405,2014-12-29,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,5f2d1902-195b-4bf3-b89d-9b36864cca76
41719914,2014-11-07,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,11,A,3644c97d-ebcf-4ff9-962e-d050687912eb
41267394,2016-02-18,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,18,,a48729cc-7a5b-4588-93e7-c0653f9252af
41615509,2013-10-22,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,b0785306-6fba-4d45-ad0f-fcb6ae200f05
41666655,2014-07-09,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,17,B,acf7ba41-8bea-4bc6-9e36-80b17da60b58
41374542,2013-07-08,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,13,A,5e756cc9-e362-4a94-a34f-952b669e4fca
41257914,2014-09-03,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,33b62940-a438-4bbd-b8ab-b0092666e98f
41362553,2014-11-26,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,22,,922c8146-2e56-4d66-8814-2464add05e9c
41217679,2015-04-15,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,25,,82e3a909-db0a-447a-aefd-33dfa286b867
40551093,2013-05-08,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,21,,eb40a247-d2d6-4da4-87ab-1c1a14ef23ef
50019154,2015-06-01,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer's documentation not maintained on site.",Not Critical,0,,b24518d2-6965-4b43-a441-acada8be0669
41593315,2014-04-01,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,9,A,9188932e-1b4c-47dd-8b3c-a0952ce108a1
40977606,2014-08-28,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,d763f5fe-4f17-40d5-866b-eace8cb2ce3d
41374209,2016-04-21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,22,B,c3f4cc36-9b35-44d7-b53e-b251b0df620b
41720707,2014-03-01,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,13,,63fdc97f-21f9-4ae0-b186-7fbff1007168
41192835,2014-03-20,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,ff2a3370-1bd4-464e-99f0-a6edbcf0531b
41648221,2015-01-14,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,e99aa90f-d2b7-4486-89bc-aa4399a17f97
