idRestaurant,name,borough,buildingnum,street,zipcode,phone,cuisineType,inspectionDate,violationCode,violationDescription,criticalFlag,score,grade
41700337,TASTE OF LAHORE,QUEENS,7310,NORTHERN BOULEVARD,11372,3476241294,Indian,2015-01-05,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65Ã‚Âº F or above within 2 hours.,Critical,12,A
40588296,BOCCA,MANHATTAN,135,WEST   50 STREET,10020,2125823000,American,2014-11-21,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,8,
50001713,BRASSIERIE 1605/BROADWAY 49 BAR & LOUNGE (MAIN KITCHEN),MANHATTAN,1605,BROADWAY,10019,2123156000,American,2014-05-30,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,
41107847,BROOKLYN NATIONAL DELI,QUEENS,0,JFK AIRPORT,11430,7185532014,Delicatessen,2013-12-26,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,36,
41606775,MUKEUNJI II,MANHATTAN,34,WEST   32 STREET,10001,2127360099,Korean,2016-08-12,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A
50001970,CROWN FRIED CHICKEN,BROOKLYN,1591,BROADWAY,11207,7184536433,American,2014-02-19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,15,B
50014859,ESME,BROOKLYN,999,MANHATTAN AVE,11222,7183830999,American,2015-04-04,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,9,A
50005601,CONGEE VILLAGE,MANHATTAN,100,ALLEN ST,10002,2129411818,Chinese,2014-03-06,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27,B
41008413,TU SONRISA,MANHATTAN,132,AUDUBON AVENUE,10032,2125430218,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-08-05,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Ã‚Âº F to 70Ã‚Âº F or less within 2 hours, and from 70Ã‚Âº F to 41Ã‚Âº F or less within 4 additional hours.",Critical,22,
41246487,KINGSTON PIZZA,BROOKLYN,259,KINGSTON AVENUE,11213,7187747665,Pizza,2015-05-27,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,28,C
50002614,L.I.C. BROADWAY DELI & GROCERY,QUEENS,1421,BROADWAY,11106,6463634374,American,2016-03-08,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,0,
41228172,NATSUMI,MANHATTAN,226,WEST   50 STREET,10019,2122582988,Japanese,2013-08-12,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,18,
50017552,LITTLE SKIPS,BROOKLYN,941,WILLOUGHBY AVE,11221,7184840980,CafÃƒÂ©/Coffee/Tea,2014-12-16,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,21,
41304636,NIALL'S ON 52ND,MANHATTAN,218,EAST   52 STREET,10022,2128884648,Irish,2016-02-04,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,25,B
40978571,STARLITE LOUNGE,BROOKLYN,1213,MCDONALD AVENUE,11230,7182522435,American,2016-04-20,10J,''Wash hands' sign not posted at hand wash facility.,Not Critical,5,A
41721188,THE HILLS LOUNGE,BROOKLYN,4703,CHURCH AVENUE,11203,7187030010,Caribbean,2016-02-21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,15,
41702100,THE THIRSTY KOALA,QUEENS,3512,DITMARS BOULEVARD,11105,7186265430,Australian,2014-10-15,16A,"A food containing artificial trans fat, with 0.5 grams or more of trans fat per serving, is being stored, distributed, held for service, used in preparation of a menu item, or served.",Not Critical,0,
40933080,LUIGI'S PIZZA,QUEENS,10402,ATLANTIC AVENUE,11416,7184414434,Pizza,2014-11-05,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,25,
40624470,BILLY'S SPORT BAR RESTAURANT & LOUNGE,BRONX,856,RIVER AVENUE,10451,7186656180,American,2016-07-15,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A
50014686,JONGRO BBQ,MANHATTAN,22,W 32ND ST,10001,2124732233,Korean,2016-09-30,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,25,Z
40401583,EL REY DE LA CARIDAD,MANHATTAN,973,AMSTERDAM AVENUE,10025,2122227383,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-08-06,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Ã‚Âº F to 70Ã‚Âº F or less within 2 hours, and from 70Ã‚Âº F to 41Ã‚Âº F or less within 4 additional hours.",Critical,48,
50014935,TWIN DRAGONS ASIAN CUISINE,STATEN ISLAND,54,RICHMOND TER,10301,7187206568,Chinese,2016-02-01,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,14,B
41710976,SWEET MAMA'S SOUL FOOD,MANHATTAN,689,LENOX AVENUE,10037,2129399383,Soul Food,2014-05-19,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,9,A
40873138,WIMPY'S RESTAURANT,MANHATTAN,1822,AMSTERDAM AVENUE,10031,2122818989,American,2013-11-26,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A
40369213,WHITESTONE LANES,QUEENS,3005,WHITESTONE EXPRESSWAY,11354,7183536300,American,2013-11-20,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,34,
41323353,NEW SUN MARY BAKERY,QUEENS,13357,41 ROAD,11355,7184608800,Bakery,2016-03-29,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,12,A
40845101,AZALEA,MANHATTAN,224,WEST   51 STREET,10019,2122620105,Italian,2016-04-30,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A
41363485,LEO'S BAGELS,MANHATTAN,3,HANOVER SQUARE,10004,2127854700,Bagels/Pretzels,2014-04-09,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer's documentation not maintained on site.",Not Critical,0,
41702563,EL CONDE NUEVO BAR & RESTAURANT,MANHATTAN,4139,BROADWAY,10033,2127813231,Spanish,2015-09-17,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,
41063955,PARK CAFE,BROOKLYN,82,7 AVENUE,11217,7183990957,American,2016-07-13,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A
41616526,MEERA DELI,QUEENS,1157,44 DRIVE,11101,7187847963,Delicatessen,2015-10-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,
41567407,AMC THEATRES,MANHATTAN,234,WEST   42 STREET,10036,2123982597,American,2015-05-04,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,
50000548,NEW GOOD TASTE CHINESE RESTAURANT,BRONX,281,E 161 ST,10451,9173269378,Chinese,2014-08-06,04M,Live roaches present in facility's food and/or non-food areas.,Critical,15,
41006352,KENKA,MANHATTAN,25,ST MARKS PLACE,10003,2122546363,Japanese,2016-09-21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,25,
50012658,STEAK & SIZZLE,BROOKLYN,4011,13TH AVE,11218,7184838797,Jewish/Kosher,2016-10-13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,
50034858,WOOPS! BAKESHOP,MANHATTAN,1143,2ND AVE,10065,2127584070,Bakery,2016-01-06,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Critical,13,A
50002576,GOOD TASTE 88,BROOKLYN,773,52ND STREET,11220,7188538861,Chinese,2016-02-01,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A
41289876,EL MONTANERO BAKERY AND RESTAURANT,QUEENS,5521,MYRTLE AVENUE,11385,7183660404,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-04-29,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,35,
41163829,ISLAND GRAND NEW YORK BAKERY,MANHATTAN,51,WEST   29 STREET,10001,2122132838,Tex-Mex,2013-11-25,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A
40884999,DOC WINE BAR,BROOKLYN,83,NORTH    7 STREET,11249,7189631925,Italian,2016-01-08,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17,
41053329,GOLDEN CHICKEN,QUEENS,17944,HILLSIDE AVENUE,11432,7182064669,Chicken,2015-03-25,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,27,
41302182,DELL'ANIMA,MANHATTAN,38,8 AVENUE,10014,2123666633,Italian,2014-01-07,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,18,
50005858,KING'S KITCHEN,BROOKLYN,6005,FORT HAMILTON PKWY,11219,7188531388,Chinese,2016-02-04,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,14,
41248584,BENIHANA,MANHATTAN,47,WEST   56 STREET,10019,2125810930,Japanese,2016-07-12,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11,A
41645426,LA NUEVA COLOMBIA BAKERY,QUEENS,9107,31ST AVE,11369,7183963399,Spanish,2013-08-13,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,34,
41100858,FLO,QUEENS,3720,30 AVENUE,11103,7182046096,Mediterranean,2016-06-08,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,
50001353,SAZON'S NUNEZ,BROOKLYN,96,WYCKOFF AVE,11237,3477507894,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-06-29,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,31,
50006542,NO. 1 CHINESE RESTAURANT,BROOKLYN,420,DITMAS AVE,11218,7188548000,Chinese,2014-12-09,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,19,
50000453,WILLIAMSBURGER,QUEENS,3617,GREENPOINT AVE,11101,7187866969,Hamburgers,2016-02-08,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,5,A
41332853,MARIO'S SNACK SHOP,BRONX,1160,TELLER AVENUE,10456,7182931500,American,2014-12-03,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A
40670353,DUKE'S,MANHATTAN,560,3 AVENUE,10016,2129495400,American,2013-11-09,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,0,
41646786,LA ROLA RESTAURANT,BRONX,400,E 198TH ST,10458,6464564488,Spanish,2015-10-02,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A
50000165,AMC THEATRES,MANHATTAN,66,3RD AVE,10003,2129822116,American,2014-06-30,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A
41163073,WAJIMA,MANHATTAN,134,EAST   61 STREET,10065,2128139065,Japanese,2016-04-13,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,26,
50009801,SUBWAY,QUEENS,21925,N CONDUIT AVE,11413,7184702109,Sandwiches/Salads/Mixed Buffet,2014-07-25,,,Not Applicable,0,
41561924,TAIPAN SNACKS,QUEENS,3901,MAIN STREET,11354,7188863266,Bakery,2013-03-05,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,32,
41692410,GRAND SHANGHAI,QUEENS,3650,MAIN STREET,11354,7188868972,Chinese,2014-02-04,09B,Thawing procedures improper.,Not Critical,27,
41069478,TOLTECAMILA TAQUERIA RESTAURANT,QUEENS,9210,CORONA AVENUE,11373,7187603778,Mexican,2016-07-15,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,18,
